tweet_id,rating_numerator,rating_denominator,rating,favorite_count,retweet_count,day,month,year,name,dog_stage,image1_prediction,image2_prediction,image3_prediction,image1_confidence,image2_confidence,image3_confidence,img_num,image_link,tweet
892177421306343426,13,10,1.3,33819,6514,Tue ,Aug,2017,Tilly,Unnamed,Chihuahua,Pekinese,Papillon,0.323581,0.0906465,0.0689569,1,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV"
891815181378084864,12,10,1.2,25461,4328,Mon ,Jul,2017,Archie,Unnamed,Chihuahua,Malamute,Kelpie,0.716012,0.078253,0.0313789,1,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB
891327558926688256,12,10,1.2,41048,9774,Sat ,Jul,2017,Franklin,Unnamed,Basset,English_springer,German_short-haired_pointer,0.555712,0.22577,0.175219,2,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f"
890609185150312448,13,10,1.3,28226,4429,Thu ,Jul,2017,Zoey,Unnamed,Irish_terrier,Irish_setter,Chesapeake_bay_retriever,0.487574,0.193054,0.118184,1,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b
890240255349198849,14,10,1.4,32467,7711,Wed ,Jul,2017,Cassie,Doggo,Pembroke,Cardigan,Chihuahua,0.511319,0.451038,0.0292482,1,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A
890006608113172480,13,10,1.3,31166,7624,Wed ,Jul,2017,Koda,Unnamed,Samoyed,Pomeranian,Chow,0.957979,0.0138835,0.00816748,1,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme
889638837579907072,12,10,1.2,27672,4735,Tue ,Jul,2017,Ted,Unnamed,French_bulldog,Boxer,Staffordshire_bullterrier,0.99165,0.00212864,0.00149818,1,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR
889531135344209921,13,10,1.3,15359,2321,Mon ,Jul,2017,Stuart,Puppo,Golden_retriever,Labrador_retriever,Redbone,0.953442,0.0138341,0.00795775,1,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq
889278841981685760,13,10,1.3,25652,5637,Mon ,Jul,2017,Oliver,Unnamed,Whippet,Borzoi,Saluki,0.626152,0.194742,0.0273507,1,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb
888917238123831296,12,10,1.2,29611,4709,Sun ,Jul,2017,Jim,Unnamed,Golden_retriever,Tibetan_mastiff,Labrador_retriever,0.714719,0.120184,0.105506,1,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN
888804989199671297,13,10,1.3,26080,4559,Sat ,Jul,2017,Zeke,Unnamed,Golden_retriever,Labrador_retriever,English_setter,0.46976,0.184172,0.0734817,1,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K
888554962724278272,13,10,1.3,20290,3732,Sat ,Jul,2017,Ralphus,Unnamed,Siberian_husky,Eskimo_dog,Malamute,0.700377,0.166511,0.111411,3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK
888078434458587136,12,10,1.2,22201,3653,Thu ,Jul,2017,Gerald,Unnamed,French_bulldog,Pug,Bull_mastiff,0.995026,0.000931908,0.000903211,1,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX
887705289381826560,13,10,1.3,30779,5609,Wed ,Jul,2017,Jeffrey,Unnamed,Basset,Redbone,Weimaraner,0.821664,0.0875815,0.026236400000000003,1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64
887473957103951883,13,10,1.3,69871,18781,Wed ,Jul,2017,Canela,Unnamed,Pembroke,Rhodesian_ridgeback,Beagle,0.809197,0.05495,0.0389148,2,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX
886736880519319552,13,10,1.3,12306,3443,Sun ,Jul,2017,Mingus,Unnamed,Kuvasz,Great_pyrenees,Dandie_dinmont,0.309706,0.186136,0.08634630000000001,1,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b"
886366144734445568,12,10,1.2,21524,3316,Sat ,Jul,2017,Roscoe,Pupper,French_bulldog,Chihuahua,Boston_bull,0.999201,0.000361178,7.55616e-05,1,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox
885984800019947520,12,10,1.2,33382,7097,Fri ,Jul,2017,Jimbo,Unnamed,Blenheim_spaniel,Shih-tzu,Bernese_mountain_dog,0.972494,0.00663012,0.00623915,1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1
885528943205470208,13,10,1.3,36689,6683,Thu ,Jul,2017,Maisey,Unnamed,Pug,Labrador_retriever,Kuvasz,0.369275,0.265835,0.134697,1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF
884925521741709313,12,10,1.2,68152,16439,Wed ,Jul,2017,Earl,Unnamed,Italian_greyhound,American_staffordshire_terrier,Staffordshire_bullterrier,0.259916,0.198451,0.127725,1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa"
884876753390489601,13,10,1.3,28514,6096,Tue ,Jul,2017,Lola,Unnamed,Chow,Norwich_terrier,Norfolk_terrier,0.822103,0.106075,0.0373485,1,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO
884562892145688576,13,10,1.3,24765,5100,Tue ,Jul,2017,Kevin,Unnamed,Pug,French_bulldog,Brabancon_griffon,0.5464060000000001,0.404291,0.0440019,1,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5
884162670584377345,12,10,1.2,20771,3128,Sun ,Jul,2017,Yogi,Doggo,German_shepherd,Malinois,Norwegian_elkhound,0.707046,0.199396,0.0491476,1,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ
883838122936631299,12,10,1.2,22349,3586,Sun ,Jul,2017,Noah,Unnamed,Doberman,Miniature_pinscher,Kelpie,0.610946,0.299603,0.0630203,1,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY
883360690899218434,13,10,1.3,22986,3825,Fri ,Jul,2017,Grizzwald,Floofer,Chow,Tibetan_mastiff,Newfoundland,0.987997,0.00709872,0.00214033,1,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP
882762694511734784,12,10,1.2,28903,5134,Thu ,Jul,2017,Gus,Pupper,Labrador_retriever,Chesapeake_bay_retriever,Flat-coated_retriever,0.85005,0.074257,0.015579399999999997,1,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
882627270321602560,13,10,1.3,28382,6342,Wed ,Jul,2017,Stanley,Unnamed,Pembroke,Chihuahua,Cardigan,0.542982,0.251988,0.107699,1,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94
882268110199369728,13,10,1.3,45880,12118,Tue ,Jul,2017,Alfy,Unnamed,Golden_retriever,Labrador_retriever,Cocker_spaniel,0.762211,0.0989849,0.0171995,1,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA
881666595344535552,13,10,1.3,51522,11099,Mon ,Jul,2017,Gary,Unnamed,Saluki,Afghan_hound,Golden_retriever,0.529012,0.25000300000000003,0.16073900000000002,1,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s
880465832366813184,12,10,1.2,29075,6546,Thu ,Jun,2017,Bella,Unnamed,Golden_retriever,Labrador_retriever,Cocker_spaniel,0.913255,0.0263286,0.00937082,1,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw
879862464715927552,13,10,1.3,22667,3642,Wed ,Jun,2017,Romeo,Unnamed,Basset,Beagle,Cocker_spaniel,0.813507,0.146654,0.00948502,3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9
879415818425184262,13,10,1.3,107956,45849,Mon ,Jun,2017,Duddles,Unnamed,English_springer,Boston_bull,Cardigan,0.383404,0.134967,0.110481,1,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY
879008229531029506,13,10,1.3,19317,2812,Sun ,Jun,2017,Beau,Unnamed,Vizsla,Miniature_pinscher,American_staffordshire_terrier,0.960513,0.00943065,0.0087113,1,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN
878776093423087618,13,10,1.3,19763,4319,Sun ,Jun,2017,Snoopy,Puppo,Italian_greyhound,Whippet,Ibizan_hound,0.734684,0.15048699999999998,0.0397246,2,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS
878281511006478336,13,10,1.3,7913,1349,Fri ,Jun,2017,Shadow,Unnamed,Basset,Collie,Appenzeller,0.32042,0.215975,0.12850699999999998,1,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6"
878057613040115712,14,10,1.4,42876,7181,Fri ,Jun,2017,Emmy,Unnamed,French_bulldog,Boston_bull,Toy_terrier,0.839097,0.07879939999999999,0.0152434,1,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe
877736472329191424,13,10,1.3,71144,17300,Thu ,Jun,2017,Aja,Unnamed,Chesapeake_bay_retriever,Labrador_retriever,Weimaraner,0.8379559999999999,0.0620342,0.0405991,2,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r
877316821321428993,13,10,1.3,27907,5414,Wed ,Jun,2017,Dante,Unnamed,Saluki,Italian_greyhound,Golden_retriever,0.5099670000000001,0.0904973,0.0794058,1,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc"
877201837425926144,12,10,1.2,27755,5880,Tue ,Jun,2017,Nelly,Unnamed,Pembroke,Cardigan,Basenji,0.93112,0.0686982,8.17379e-05,1,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y
876838120628539392,12,10,1.2,21125,3506,Mon ,Jun,2017,Ginger,Pupper,Bloodhound,Redbone,Tibetan_mastiff,0.575751,0.24097,0.08893480000000001,1,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6
876484053909872640,13,10,1.3,19163,2511,Sun ,Jun,2017,Benedict,Unnamed,Golden_retriever,Irish_terrier,Chow,0.874566,0.0373542,0.016723599999999998,1,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs
876120275196170240,13,10,1.3,28490,4903,Sat ,Jun,2017,Venti,Unnamed,Bernese_mountain_dog,Saint_bernard,Greater_swiss_mountain_dog,0.534327,0.346312,0.0949327,1,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek"
875747767867523072,13,10,1.3,25773,4497,Fri ,Jun,2017,Goose,Unnamed,Labrador_retriever,Chesapeake_bay_retriever,Vizsla,0.799551,0.179975,0.0046176,1,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN"
874680097055178752,12,10,1.2,28439,4875,Tue ,Jun,2017,Cash,Unnamed,Labrador_retriever,Staffordshire_bullterrier,Beagle,0.836052,0.0470691,0.0360071,1,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD
874296783580663808,13,10,1.3,26651,4308,Mon ,Jun,2017,Jed,Pupper,Cocker_spaniel,Miniature_poodle,Toy_poodle,0.437216,0.277191,0.157402,1,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm
874012996292530176,13,10,1.3,35501,11007,Sun ,Jun,2017,Sebastian,Puppo,Cardigan,Pembroke,Kelpie,0.806674,0.116622,0.0491819,2,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V"
873213775632977920,12,10,1.2,7467,1667,Fri ,Jun,2017,Sierra,Pupper,Vizsla,Bloodhound,Chesapeake_bay_retriever,0.6197819999999999,0.338069,0.0126763,1,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ"
872620804844003328,13,10,1.3,21309,3911,Thu ,Jun,2017,Monkey,Unnamed,Cocker_spaniel,Sussex_spaniel,Standard_poodle,0.513191,0.159088,0.149509,1,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9
872261713294495745,13,10,1.3,35085,6649,Wed ,Jun,2017,Harry,Unnamed,Labrador_retriever,Flat-coated_retriever,Chesapeake_bay_retriever,0.972019,0.00817828,0.00735927,2,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa
